"REFNO","ROCKUNITNO","ROCKNAME","PLACE","CONTINENT","TERRANE","RLAT","RLONG","ROCKTYPE","STRATA","STRATAGE","LATSPREAD","LOWAGE","HIGHAGE","METHOD","ISOTOPEDATA","STRUCTURE","STATUS"
"1671","1010","Oecussi Volcanics","West Timor, Indonesia","Asia",,"-9.30000019","124.300003","extrusives, pillow basalts, intrusives",,"N1-2",,"4","6","K-Ar","K-Ar ages peak 4-6 Ma but are spread",,
"1671","1011","Sumba Formation tuffs","Sumba Island, Indonesia","Asia",,"-9.69999981","120.099998","sediments, tuffs",,"N1-2",,"2","10","stratigraphic",,,
"1671","1012","Jawilla, Edeklare Volcanics","Sumba Island, Indonesia","Asia",,"-9.60000038","119.300003","extrusives",,"N1-2",,"2","10","stratigraphic",,,
"1671","1013","Wai Bua Formation","East Timor","Asia",,"-9.30000019","125.599998","sediments",,"K1",,"100","146","fossils",,,
"1671","1014","Tanadaro Granodiorite and dykes","Sumba Island, Indonesia","Asia",,"-9.69999981","119.5","intrusives, granodiorite, andesite dykes","intrudes Lasipu shale","K2-E1",,"63","75","K-Ar,stratigraphic","K-Ar ages 63, 64.2+/-1.0 Ma",,
"1671","1015","South Coast Volcanics and dykes","Sumba Island, Indonesia","Asia",,"-9.69999981","119.5","extrusives, intrusives",,"K2",,"75","80","K-Ar","K-Ar age 77.1+/-1.1 Ma",,
"1672","1016","Glen Mountains Layered Complex","Wichita Mountains, Oklahoma, U.S.A.","North America",,"34.7000008","-98.8000031","intrusives, gabbro",,"NP2",,"680","780","Rb-Sr,K-Ar","Rb-Sr,K-Ar ages 509-535 and 730 Ma","Regional dip 15-20 degrees",
"1673","1017","Neda iron ore","Wisconsin, Iowa, Illinois, U.S.A.","North America",,"42.5999985","-88.9000015","sediments, iron ore","Hematite-goethite rich oolitic ore.Overlies Marquette Shale","O3",,"444","461","stratigraphic",,,
"1674","1018","Chilliwack Batholith","Washington, U.S.A.","North America",,"48.5999985","-121.5","intrusives, granodiorite, granite",,"E3","1.5 kim","30","37","K-Ar","K-Ar ages 30-37 Ma",,
"1675","1019","Coso Range Volcanics","California, U.S.A.","North America",,"36.0","-117.800003","extrusives","Includes Cobb Mountain Normal polarity event","N3",,"1","2","K-Ar","K-Ar ages 1.04 to 1.08 Ma",,
"1676","1020","Topley Intrusions","British Columbia, Canada","North America","Stikine","54.0","-125.0","intrusives",,"K1",,"133","143","K-Ar","K-Ar range 112-163 Ma, best 133-143 Ma",,
"1677","1021","Komati Formation","Barberton Greenstone Belt, South Africa","Africa",,"-26.0","31.0","extrusives, pillow lavas","Onverwacht Group","PA",,"3450","3490","40Ar/39Ar","40Ar-39Ar 3450-3490 Ma relates magnetiz. Sm-Nd 3540+/-30Ma","Steeply dipping",
"1678","1022","Leadville Formation","Colorado, U.S.A.","North America","Colorado Plateau","39.0","-106.0","sediments, limestones","Kinderhookian to Osagean","C1",,"345","359","fossils",,,
"1679","1023","Copper Mountain Intrusions","British Columbia, Canada","North America","Quesnell","49.2999992","-120.5","intrusives, gabbro, diorite",,"T3-J1",,"191","203","K-Ar","K-Ar ages between 191+/-7 and 203+/-9 Ma",,
"1680","1024","Humboldt Lopolith","Nevada, U.S.A.","North America",,"40.0","-118.199997","intrusives, gabbros","Intrudes Triassic rocks. Younger than latest Triassic","J1",,"176","200",">K-Ar","K-Ar ages 144-163 Ma, regarded as being too young.","Cretaceous folding",
"1681","1025","Trenton Limestone","Quebec, Canada and New York, U.S.A.","North America",,"45.0","-75.0","sediments, limestones",,"O2",,"461","472","fossils",,"flat lying",
"1682","1026","Iwanshui Formation","West Yunnan, China","Asia","Indochina","23.5","101.900002","sediments, redbeds",,"T1",,"245","251","fossils",,"Dips 25-30 degrees East",
"1682","1027","Huachi Formation","Guizhou Province, China","Asia","South China","26.5","107.0","sediments, limestones","Carnian to Anisian age","T2-3",,"217","245","stratigraphic",,,
"1682","1028","Emeishan Basalt and limestone","Emei Mountain, Sichuan Province, China","Asia","South China","29.5","103.5","extrusives, basalt, sediments, limestone","Overlain by TRL Feixianguan Formation-Longtanian age","P3",,"251","260","stratigraphic",,"Overturned anticline dipping 50-80 degrees",
"1682","1029","Feixianguan Formation","Sichuan Province, China","Asia","South China","29.5","103.5","sediments, redbeds",,"T1",,"245","251","fossils",,,
"1683","1030","Clinker deposits","Wyoming and Montana, U.S.A.","North America",,"46.0","-105.0","sediments, baked","Powder River Basin","N3",,"0","2","Fission track","Fission track ages 0.08 to 1.4 Ma",,
"1684","1031","Fredericton Trough Volcanics and Redbeds","New Brunswick, Canada","North America",,"46.0","-66.4000015","extrusives, sediments, redbeds","Upper Namurian to Lower Westphalian","C2",,"312","318","fossils",,"Flow dips regarded as original",
"1685","1032","Minturn and Maroon Formations","Vail, Colorado, U.S.A.","North America","Colorado Plateau","39.7000008","-106.400002","sediments",,"P1",,"271","299","stratigraphic",,"Strike 245/Dip 27NW",
"1686","1033","Dunn Point Volcanics","Nova Scotia, Canada","North America","West Avalon","45.7999992","-62.0999985","extrusives, mafic flows","Llandovery sediments overlie","O3-S1",,"428","449","Rb-Sr,fossils","Rb-Sr wr 434+/-15 Ma","Acadian folding",
"1687","1034","Quesnel Lake sediments","British Columbia, Canada","North America","Quesnell","52.5","-121.5","sediments","Norian and Hettangian age","T3-J1",,"196","217","fossils",,"Dips up to 70 degrees.Mid to Late Jurassic deformation.",
"1688","1035","Passaic Formation, Preakness Basalt","New Jersey, U.S.A.","North America",,"40.5","-75.0","sediments, redbeds, extrusives, basalts","Latest Rhaetian to mid Hettangian","T3-J1",,"198","202","fossils",,"Eastern limb of syncline fold axis",
"1689","1036","Ordovician-Silurian sediments","Georgia, U.S.A.","North America",,"34.2000008","-85.3000031","sediments","Valley and Ridge Province","O2-S1",,"428","472","stratigraphic",,"Strike 20/Dip +/-14 SE.Folding 250-300 Ma",
"1690","1037","Winthrop, Midnight Peak Formations","Washington, U.S.A.","North America",,"48.7000008","-120.5","sediments",,"K2",,"80","100","stratigraphic",,"Dips 22-65 degrees.Folding Late Cretaceous 80-90 Ma",
"1692","1038","Volcanics, Thrace","Northern Aegea, Greece","Europe",,"41.0","26.0","extrusives, intrusives, granodiorite","Feres Massif lavas, Leptokaria and Maronia granodiorite","E2-3",,"36","45","Rb-Sr,K-Ar","Rb-Sr Maronia granod.45.2; K-Ar Leptokaria granod.36.6 Ma",,
"1693","1039","Catskill Formation","Southern Limb, Pennsylvania Salient, U.S.A.","North America",,"40.0","-78.1999969","sediments, redbeds",,"D3",,"359","385","stratigraphic",,"Strikes 336-217/Dips 4-72. Alleghenian folding",
"1694","1040","Chichinautzin Formation","Central Mexico","North America",,"19.0","-99.0","extrusives","Brunhes Epoch","N3-4",,"0","1","C14,K-Ar","C14 and K-Ar ages 0 to 0.58 Ma",,"Superseded study"
"1697","1041","Lavas, Volos region","Greece","Europe",,"39.0","22.5","extrusives, basalt-andesite",,"N2",,"2","4","K-Ar","K-Ar age 3.0 Ma","no tilting",
"1697","1042","Skyros Volcanics","Island of Skyros, Greece","Europe",,"39.0","24.5","extrusives, andesites, dacites",,"N1",,"14","16","K-Ar","K-Ar age 15.0+/-0.7 Ma",,
"1697","1043","Evia Lavas and sediments","Island of Evia, Greece","Europe",,"38.5","24.0","extrusives, sediments, limestones",,"N1-2",,"2","14","K-Ar,stratigraphic","K-Ar 13.0+/-0.4 Ma",,
"1698","1044","Roxbury Formation","Boston Basin, Massachusetts, U.S.A.","North America","West Avalon","42.2999992","-71.1999969","extrusives, sediments, redbeds","Overlies Dedham granite(U-Th-Pb zircon age 630+/-15 Ma)","NP3",,"542","630","stratigraphic",,"Folding in Alleghenian orogeny",
"1699","1045","Volcanics, Canakkale region","Turkey","Middle East",,"40.0","26.5","extrusives",,"N1",,"10","20","stratigraphic",,,
"1699","1046","Lesbos Volcanics","Lesbos Island, Greece","Middle East",,"39.2000008","26.2000008","extrusives",,"N1",,"15","18","K-Ar","K-Ar ages(13) 15.5-18.0 Ma",,
"1699","1047","Volcanics, Izmir-Bergama region","Turkey","Middle East",,"39.0","27.0","extrusives",,"N1",,"7","18","K-Ar","K-Ar ages(6) 7.0 to 18.2 Ma",,
"1699","1048","Volcanics, South of Bergama","Turkey","Middle East",,"38.7999992","27.0","extrusives",,"N1",,"17","18","K-Ar","K-Ar age 17.5 Ma",,
"1699","1049","Volcanics, Karaburum Peninsula","Turkey","Middle East",,"39.5","26.5","extrusives",,"N1",,"17","22","K-Ar","K-Ar ages(7) 17.0 to 21.3 Ma",,
"1700","1050","Imnaha and Grande Ronde Basalts","Columbia Plateau, Idaho, Washington, U.S.A.","North America",,"45.5","-117.5","extrusives, basalts","Middle Miocene","N1",,"14","18","K-Ar",,,
"1701","1051","Yakima Basalt Subgroup","Oregon, Washington, U.S.A.","North America",,"46.5","-118.0","extrusives, basalts",,"N1",,"10","16","stratigraphic",,,
"1702","1052","Group 1 intrusions, Newark Trend","New Jersey, Connecticut, U.S.A.","North America",,"42.0","-74.0","intrusives",,"J1",,"187","196","40Ar/39Ar","New 40Ar/39Ar 191.4+/-4.2; K-Ar mean age 192.4 Ma",,"Superseded study"
"1702","1053","Group 2 intrusions, Newark Trend","New Jersey, Connecticut, U.S.A.","North America",,"42.0","-74.0","intrusives",,"J2",,"172","178","40Ar/39Ar","40Ar/39Ar 175.0+/-3.2 Ma",,
"1703","1054","Blaubeker Formation","Namibia","Africa",,"-23.8999996","16.5","sediments, red quartzites",,"NP1",,"840","900","stratigraphic",,"Dips 10 to 50 degrees.Regional metamorphism.",
"1703","1055","Lower Nama Group","Namibia","Africa",,"-27.0","17.5","sediments","Kuibis and Schwarzrand Subgroups","NP2-3",,"600","700","fossils,Rb-Sr","Overlies volcanics 686+/-32, intruded by granite 553+/-13 Ma",,
"1703","1056","Upper Nama Group","Namibia","Africa",,"-26.5","17.5","sediments, redbeds","Fish River Subgroup","V",,"550","600","NP3","Intruded by granite Rb-Sr 553+/-13 Ma",,
"1704","1057","Glenns Ferry Formation","Idaho, U.S.A.","North America",,"43.0","-113.0","sediments, extrusives","Cochiti event(Gilbert chron) to lower Matuyama","N2",,"2","4","magnetostratigraphy",,,
"1705","1058","Osaka Group","Senpoku, Japan","Asia",,"34.5","135.5","sediments","Pink horizon-Jaramillo event","N3",,"0","1","Fission track","Fission track 1.1 Ma. Within Jaramillo event",,
"1706","1059","Meadowcliffe Till","Ontario, Canada","North America",,"43.7000008","-79.1999969","sediments, glacial till","Interbed in Thorncliffe interstadial","N4","Thickness 12m","0","1","C14","C14 ages 31,500 to 38,000 years",,
"1707","1060","Dockendorf Group Volcanics","Maine, U.S.A.","North America",,"46.7000008","-68.0999985","extrusives","Upper Gedinnian age","D1",,"404","413","Rb-Sr,fossils","Rb-Sr 406 Ma","Dips 50-90E and 90W",
"1709","1061","Bearpaw Mountains intrusions","Montana, U.S.A.","North America",,"48.2000008","-109.699997","intrusives",,"E2",,"50","54","K-Ar,Fission track","K-Ar and Fission track ages in range 50-54 Ma",,
"1709","1062","Highwood Mountains intrusions","Montana, U.S.A.","North America",,"47.4000015","-110.599998","intrusives",,"E2",,"49","53","K-Ar,Fission track","K-Ar,Fission track ages in range 49-53 Ma",,
"1710","1063","Gringo Gulch Volcanics","Arizona, U.S.A.","North America","Colorado Plateau","31.5","-110.800003","extrusives, andesites",,"E1",,"61","65","K-Ar,stratigraphic","K-Ar ages 56.4-61.5 Ma(younger plugs).Overlies 65 Ma diorite",,
"1711","1064","Alkalic intrusions","Montana, U.S.A.","North America",,"47.5","-109.0","intrusives",,"K2-E1",,"61","67","K-Ar","K-Ar ages (10) 61.0 to 67.0 Ma",,
"1712","1065","Leucite Hills Volcanics","SW Wyoming, U.S.A.","North America",,"41.5999985","-109.0","intrusives",,"N3",,"1","2","magnetostratigraphy",,,
"1713","1066","Shasta Bally Plutonic Belt","Klamath Mountains, California, U.S.A.","North America",,"40.7999992","-122.699997","intrusives, granitoids.Youngest in belt.",,"K1",,"132","140","isotopic","Isotopic age 136 Ma",,
"1714","1067","Yageliemu and Kalaza Formations","Paicheng, NW China","Asia","Tarim","41.7999992","82.0","sediments",,"J3-K1",,"100","161","fossils",,"Dips 50-57SE, folding <45 Ma",
"1714","1068","Bashenjiqike Formation","Kuche, NW China","Asia","Tarim","41.5999985","83.5","sediments, redbeds",,"K2",,"65","100","fossils",,"Dips 51 to 72 NW",
"1715","1069","Kinojevis Group","Kirkland Lake, Ontario, Canada","North America","Superior Province","48.4000015","-80.5","extrusives,komatiites,intrusives,gabbro",,"NA",,"2703","2710","U-Pb","U-Pb zircon ages 2710+/-2, 2703+/-2 Ma",,
"1715","1070","Matachewan dykes","Kirkland Lake, Ontario, Canada","North America","Superior Province","48.4000015","-80.5","intrusives","Intrude Archean basalt-gabbro of ROCKUNITNO 1069","PP",,"2450","2455","U-Pb","U-Pb zircon age 2452 +3-2 Ma",,
"1715","1071","Superior Province dykes and baked contacts","Kirkland Lake, Ontario, Canada","North America","Superior Province","49.0","-80.5","intrusives","Note: Dykes could be of mixed ages - see REFNO 2771 and 2773","PP",,"2125","2175","40Ar/39Ar,Rb-Sr","40Ar/39Ar age 2150+/-25 Ma; Rb-Sr 2100+/-68 Ma.",,
"1716","1072","Bucaco dolerites","Portugal","Europe","Iberia","41.0","-8.5","intrusives",,"O3",,"444","461","stratigraphic","K-Ar ages 190-300","South limb Ibero-Armorican arc",
"1716","1073","Bucaco Redbeds","Portugal","Europe","Iberia","41.0","-8.5","sediments, redbeds","Cambro-Ordovician","CB3-O1",,"472","501","stratigraphic",,,
"1716","1074","Cabo de Penas Volcanics","Spain","Europe","Iberia","43.5999985","-5.69999981","extrusives",,"O",,"444","488","stratigraphic",,"North limb Ibero-Armorican arc",
"1716","1075","Candas Redbeds","Spain","Europe","Iberia","43.5999985","-5.69999981","sediments, redbeds",,"D3",,"359","385","stratigraphic",,,
"1716","1076","Crozon dolerites","Brittany, France","Europe",,"48.2000008","-4.5999999","intrusives",,"O3",,"444","461","stratigraphic",,,
"1717","1077","Hasen Creek Formation","Wrangell Mountains, Alaska, U.S.A.","North America","Wrangell","61.7000008","-142.300003","sediments, volcaniclastic",,"P1",,"271","299","stratigraphic",,,
"1717","1078","Station Creek Formation","Wrangell Mountains, Alaska, U.S.A.","North America","Wrangell","61.7000008","-142.300003","sediments, volcaniclastic",,"C2-P1",,"271","318","stratigraphic",,,
"1717","1079","Gabbro pluton","Wrangell Mountains, Alaska, U.S.A.","North America","Wrangell","61.7000008","-142.300003","intrusives, gabbro","Intrudes Hasen Creek and Station Creek Formations","T2-3",,"200","245","stratigraphic",,,
"1718","1080","Upper Heritage Group","Ellsworth Mountains, Antarctica","Antarctica","Ellsworth-Whitmore Mountains","-79.1999969","-86.0","sediments, hematitic argillites",,"CB3","25 sq km","488","501","fossils",,"Vertical dips either side of syncline",
"1719","1081","Takena Formation","Southern Tibet, China","Asia","Lhasa","30.2000008","91.5","sediments, redbeds","Middle to Late Cretaceous","K1-2",,"65","120","stratigraphic",,,
"1720","1082","Ghost Rocks Formation","Kodiak Islands, Alaska, U.S.A.","North America",,"57.2000008","-153.0","sediments, turbidites","Early Paleocene","E1",,"60","65","isotopic, fossils","Isotopic age of 62 Ma cited",,
"1721","1083","Ohogamiut Tuffs","Western Alaska, U.S.A.","North America",,"61.0","-162.0","sediments, tuffs",,"K1",,"117","134","correlation","Correlated rocks have K-Ar 117-134 Ma","'gentle uniform dips'",
"1722","1084","Emeishan Basalts","Emei Mountain, Sichuan Province, China","Asia","South China","29.6000004","103.400002","extrusives, basalts","Overlies Lower Permian limestones-Longtanian age","P3",,"254","260","fossils","Mean age of 236Ma for basalts in Sichuan.Overall 230-280 Ma.","Strikes 334/Dip 77;332/87;35/46.Late Cretaceous folding.","Superseded study"
"1722","1085","Xuanwei Formation","Sichuan Province, China","Asia","South China","29.6000004","103.400002","sediments, redbeds","Overlies Emeishan Basalt (ROCKUNITNO 1084),Changxingian age","P3",,"251","254","fossils",,"Late Cretaceous folding","Superseded study"
"1722","1086","Upper Shihezi and Shiqianfeng Formations","Shanxi Province, China","Asia","North China","37.7999992","112.300003","sediments, redbeds","Top of sequence(Shiqianfen) is at PU-TRL boundary","P3","Thickness 500m","251","260","stratigraphic",,"flat lying","Superseded study"
"1723","1087","Tuna Canyon Formation","Santa Monica Mountains, California, U.S.A.","North America","Malibu","34.0999985","-118.599998","sediments","Turonian to Maastrichtian","K2",,"65","90","fossils",,"2 localities(each 6 sites),opposite sides faulted anticline",
"1723","1088","Punta Baja and Rosario Formations","El Rosario, Baja California, Mexico","North America","Santa Ana","30.0","-115.699997","sediments","Campanian to Maastrichtian","K2",,"65","83","fossils",,,
"1723","1089","Bedford Canyon Formation","Peninsular Ranges, California, U.S.A.","North America","Santa Ana","33.7000008","-117.699997","sediments",,"J",,"146","200","stratigraphic",,,
"1723","1090","Silverado Formation","Peninsular Ranges, California, U.S.A.","North America","Santa Ana","33.7000008","-117.699997","sediments",,"E1",,"56","65","fossils",,,
"1724","1091","North-South Dykes","West Falkland Island, Falkland Islands, U.K.","Atlantic Ocean",,"-52.0","-60.0","intrusives, dolerite",,"J1",,"186","190","40Ar/39Ar,K-Ar","40Ar/39Ar ages 190,188,180,187,192 (REFNO 3008); K-Ar 192 Ma",,"Superseded study"
"1725","1092","Sediments, Dingri","Tibet, China","Asia","Lhasa","28.7000008","87.0","sediments, limestones, sandstones","Conformably overlies Cretaceous limestones","E1",,"56","58","fossils,magnetic anomalies",,,
"2327","1093","Emeishan Basalts","Emei Mountain, Sichuan Province, China","Asia","South China","29.6000004","103.400002","extrusives, basalts","Longtanian age","P3",,"254","260","stratigraphic","K-Ar ages range 219 to 253 Ma","Strike 336/Dip 83",
"2327","1094","Shihezi Formation","Linchen Area, Hebei Province, China","Asia","North China","37.5","114.400002","sediments, sandstones",,"P3","250 km","251","260","fossils",,,
"1727","1095","El Rio tonalite","Dominican Republic","Atlantic Ocean",,"19.0","-71.0","intrusives",,"K2",,"65","100","stratigraphic",,,
"1727","1096","LaJina diorite","Dominican Republic","Atlantic Ocean",,"19.0","-70.0","intrusives",,"E2",,"35","56","stratigraphic",,,
"1727","1097","La Yayas Andesite","Dominican Republic","Atlantic Ocean",,"18.0","-71.0","extrusives",,"N1",,"5","23","stratigraphic",,,
"1728","1098","Bonneterre Dolostone","Missouri, U.S.A.","North America",,"37.5999985","-91.0999985","sediments, lead-zinc ore","Mississippi Valley type ore deposit","CB3",,"488","501","stratigraphic",,"Mineralized to produce Pb-Zn ore",
"1729","1099","Kuisaari diabase","Southern Finland","Europe","Baltica","61.2000008","26.7000008","intrusives",,"PP",,"1630","1670","U-Pb","U-Pb age of 1650 Ma cited in REFNO 2202","South Finland Block",
